,Unnamed: 0,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Position
12151,12151,222260,L. Cañete,19,https://cdn.sofifa.org/players/4/15/222260.png,Chile,https://cdn.sofifa.org/flags/55.png,57,67,Universidad de Chile,https://cdn.sofifa.org/teams/2/light/15029.png,€90K,€2K,1170,FIFA 15|GK
12152,12152,222066,L. Villalba,19,https://cdn.sofifa.org/players/4/15/222066.png,Argentina,https://cdn.sofifa.org/flags/52.png,60,71,Vélez Sarsfield,https://cdn.sofifa.org/teams/2/light/101088.png,€170K,€2K,1599,FIFA 15|LM
12153,12153,222271,L. Flatley,18,https://cdn.sofifa.org/players/4/16/222271.png,Republic of Ireland,https://cdn.sofifa.org/flags/25.png,50,62,Sligo Rovers,https://cdn.sofifa.org/teams/2/light/563.png,€50K,€1K,1397,FIFA 16|CM
12154,12154,221801,Liao Lisheng,25,https://cdn.sofifa.org/players/4/19/221801.png,China PR,https://cdn.sofifa.org/flags/155.png,66,70,Tianjin Quanjian FC,https://cdn.sofifa.org/teams/2/light/112983.png,€700K,€5K,1839,CDM|CM|On Loan
12155,12155,221881,M. O'Sullivan,35,https://cdn.sofifa.org/players/4/19/221881.png,Republic of Ireland,https://cdn.sofifa.org/flags/25.png,61,61,Cork City,https://cdn.sofifa.org/teams/2/light/422.png,€120K,€1K,1537,ST
12156,12156,221983,M. Sánchez,20,https://cdn.sofifa.org/players/4/18/221983.png,Argentina,https://cdn.sofifa.org/flags/52.png,65,79,Club Atlético Lanús,https://cdn.sofifa.org/teams/2/light/110395.png,€1.2M,€3K,1651,FIFA 18|CM|On Loan
12157,12157,221928,M. Castroman,20,https://cdn.sofifa.org/players/4/16/221928.png,Switzerland,https://cdn.sofifa.org/flags/47.png,54,66,BSC Young Boys,https://cdn.sofifa.org/teams/2/light/900.png,€130K,€2K,1453,FIFA 16|CAM
12158,12158,222161,M. El Allouchi,23,https://cdn.sofifa.org/players/4/19/222161.png,Morocco,https://cdn.sofifa.org/flags/129.png,66,70,NAC Breda,https://cdn.sofifa.org/teams/2/light/1904.png,€850K,€3K,1782,LM|CAM|CM
12159,12159,221962,Seo Myeong Won,23,https://cdn.sofifa.org/players/4/19/221962.png,Korea Republic,https://cdn.sofifa.org/flags/167.png,63,69,Gangwon FC,https://cdn.sofifa.org/teams/2/light/112115.png,€500K,€1K,1549,RM|LW
12160,12160,222081,N. Sandberg,23,https://cdn.sofifa.org/players/4/19/222081.png,Norway,https://cdn.sofifa.org/flags/36.png,59,66,FK Haugesund,https://cdn.sofifa.org/teams/2/light/1463.png,€220K,€1K,1630,CM
12161,12161,221970,P. Zieliński,27,https://cdn.sofifa.org/players/4/19/221970.png,Poland,https://cdn.sofifa.org/flags/37.png,64,64,Miedź Legnica,https://cdn.sofifa.org/teams/2/light/112505.png,€375K,€1K,1708,RB|RM
12162,12162,221807,P. Grazziani,23,https://cdn.sofifa.org/players/4/19/221807.png,Colombia,https://cdn.sofifa.org/flags/56.png,63,67,Alianza Petrolera,https://cdn.sofifa.org/teams/2/light/112579.png,€350K,€1K,1050,GK
12163,12163,222082,R. Mendiola,23,https://cdn.sofifa.org/players/4/18/222082.png,Mexico,https://cdn.sofifa.org/flags/83.png,59,71,LA Galaxy,https://cdn.sofifa.org/teams/2/light/697.png,€280K,€1K,1488,FIFA 18|LM
12164,12164,222018,R. Arciero,25,https://cdn.sofifa.org/players/4/19/222018.png,Argentina,https://cdn.sofifa.org/flags/52.png,64,67,Club Atlético Banfield,https://cdn.sofifa.org/teams/2/light/110404.png,€475K,€3K,1560,RB|LB
12165,12165,222163,R. Pich,29,https://cdn.sofifa.org/players/4/19/222163.png,Slovakia,https://cdn.sofifa.org/flags/43.png,68,68,Śląsk Wrocław,https://cdn.sofifa.org/teams/2/light/111092.png,€875K,€4K,1665,LM|RM
12166,12166,221856,Luo Senwen,25,https://cdn.sofifa.org/players/4/19/221856.png,China PR,https://cdn.sofifa.org/flags/155.png,64,67,Chongqing Dangdai Lifan FC SWM Team,https://cdn.sofifa.org/teams/2/light/112165.png,€550K,€3K,1710,CM|CDM|On Loan
12167,12167,221974,Pei Shuai,25,https://cdn.sofifa.org/players/4/19/221974.png,China PR,https://cdn.sofifa.org/flags/155.png,60,62,Tianjin Quanjian FC,https://cdn.sofifa.org/teams/2/light/112983.png,€210K,€3K,1555,CB
12168,12168,221917,S. Manzoni,30,https://cdn.sofifa.org/players/4/16/221917.png,Italy,https://cdn.sofifa.org/flags/27.png,54,54,FC Admira Wacker Mödling,https://cdn.sofifa.org/teams/2/light/111821.png,€60K,€1K,1006,FIFA 16|GK
12169,12169,221956,S. Pirkl,21,https://cdn.sofifa.org/players/4/19/221956.png,Austria,https://cdn.sofifa.org/flags/4.png,57,70,FC Wacker Innsbruck,https://cdn.sofifa.org/teams/2/light/2045.png,€180K,€1K,1382,CDM|LB
12170,12170,222222,S. Filip,23,https://cdn.sofifa.org/players/4/18/222222.png,Romania,https://cdn.sofifa.org/flags/39.png,69,76,,https://cdn.sofifa.org/flags/39.png,€0,€0,1770,FIFA 18|LB|LM
12171,12171,222225,S. Popov,27,https://cdn.sofifa.org/players/4/19/222225.png,Bulgaria,https://cdn.sofifa.org/flags/9.png,70,70,Kasimpaşa SK,https://cdn.sofifa.org/teams/2/light/111339.png,€1.5M,€8K,1858,RB
12172,12172,222031,T. Mokeke,22,https://cdn.sofifa.org/players/4/14/222031.png,South Africa,https://cdn.sofifa.org/flags/140.png,63,70,,https://cdn.sofifa.org/flags/140.png,€0,€0,1667,FIFA 14|CDM|CB|CM
12173,12173,221826,Li Tixiang,28,https://cdn.sofifa.org/players/4/19/221826.png,China PR,https://cdn.sofifa.org/flags/155.png,62,62,Guangzhou R&F FC,https://cdn.sofifa.org/teams/2/light/112429.png,€250K,€3K,1638,CB|CM
12174,12174,222103,U. Briceño,20,https://cdn.sofifa.org/players/4/14/222103.png,Mexico,https://cdn.sofifa.org/flags/83.png,60,69,Monterrey,https://cdn.sofifa.org/teams/2/light/1032.png,€0,€0,1482,FIFA 14|ST|CF
12175,12175,221862,V. Lavigne,24,https://cdn.sofifa.org/players/4/19/221862.png,France,https://cdn.sofifa.org/flags/18.png,67,72,FC Lorient,https://cdn.sofifa.org/teams/2/light/217.png,€1M,€3K,1762,RW|ST|RM
12176,12176,222236,Yang Xiaotian,28,https://cdn.sofifa.org/players/4/19/222236.png,China PR,https://cdn.sofifa.org/flags/155.png,63,63,Jiangsu Suning FC,https://cdn.sofifa.org/teams/2/light/112162.png,€290K,€4K,1738,LB
12177,12177,222212,Zhan Yilin,28,https://cdn.sofifa.org/players/4/19/222212.png,China PR,https://cdn.sofifa.org/flags/155.png,60,60,Shanghai Greenland Shenhua FC,https://cdn.sofifa.org/teams/2/light/110955.png,€210K,€2K,1458,RM
12178,12178,221976,Jiang Zhe,29,https://cdn.sofifa.org/players/4/19/221976.png,China PR,https://cdn.sofifa.org/flags/155.png,62,62,Chongqing Dangdai Lifan FC SWM Team,https://cdn.sofifa.org/teams/2/light/112165.png,€230K,€2K,1618,RB|RM
12179,12179,222273,Jiang Zhipeng,29,https://cdn.sofifa.org/players/4/19/222273.png,China PR,https://cdn.sofifa.org/flags/155.png,68,68,Hebei China Fortune FC,https://cdn.sofifa.org/teams/2/light/112978.png,€675K,€6K,1877,LB|LWB
12180,12180,221504,A. Kovar,24,https://cdn.sofifa.org/players/4/19/221504.png,United States,https://cdn.sofifa.org/flags/95.png,63,66,Los Angeles FC,https://cdn.sofifa.org/teams/2/light/112996.png,€475K,€2K,1710,RM|LM|On Loan
12181,12181,220933,A. Bellemo,21,https://cdn.sofifa.org/players/4/18/220933.png,Italy,https://cdn.sofifa.org/flags/27.png,59,67,SPAL,https://cdn.sofifa.org/teams/2/light/112791.png,€230K,€2K,1509,FIFA 18|CM
12182,12182,220965,A. Tahiri,19,https://cdn.sofifa.org/players/4/15/220965.png,Belgium,https://cdn.sofifa.org/flags/7.png,57,69,Lierse SK,https://cdn.sofifa.org/teams/2/light/239.png,€120K,€3K,1328,FIFA 15|RW|CM
12183,12183,221352,A. Murdoch,21,https://cdn.sofifa.org/players/4/17/221352.png,Scotland,https://cdn.sofifa.org/flags/42.png,56,68,Rangers FC,https://cdn.sofifa.org/teams/2/light/86.png,€180K,€1K,1448,FIFA 17|CM
12184,12184,221588,A. Mondal,28,https://cdn.sofifa.org/players/4/19/221588.png,India,https://cdn.sofifa.org/flags/159.png,57,57,,https://cdn.sofifa.org/flags/159.png,€0,€0,1328,CB
12185,12185,221340,B. O'Brien,20,https://cdn.sofifa.org/players/4/17/221340.png,Wales,https://cdn.sofifa.org/flags/50.png,58,71,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,€230K,€2K,1062,FIFA 17|GK
12186,12186,221558,B. Angulo,24,https://cdn.sofifa.org/players/4/19/221558.png,Colombia,https://cdn.sofifa.org/flags/56.png,65,67,América de Cali,https://cdn.sofifa.org/teams/2/light/101099.png,€675K,€1K,1690,CAM|LM
12187,12187,221294,Carlos Ramos,19,https://cdn.sofifa.org/players/4/15/221294.png,Spain,https://cdn.sofifa.org/flags/45.png,59,65,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,€110K,€4K,1591,FIFA 15|CM
12188,12188,221475,Lee Chan Dong,25,https://cdn.sofifa.org/players/4/19/221475.png,Korea Republic,https://cdn.sofifa.org/flags/167.png,66,69,Sangju Sangmu FC,https://cdn.sofifa.org/teams/2/light/2055.png,€800K,€2K,1806,CM|RM|On Loan
12189,12189,221591,C. Gallagher,25,https://cdn.sofifa.org/players/4/18/221591.png,Republic of Ireland,https://cdn.sofifa.org/flags/25.png,56,60,Finn Harps,https://cdn.sofifa.org/teams/2/light/111131.png,€80K,€1K,1075,FIFA 18|GK
12190,12190,221327,D. Maatsen,19,https://cdn.sofifa.org/players/4/14/221327.png,Netherlands,https://cdn.sofifa.org/flags/34.png,57,65,NAC Breda,https://cdn.sofifa.org/teams/2/light/1904.png,€0,€0,1359,FIFA 14|CB
12191,12191,221499,D. Gardner,28,https://cdn.sofifa.org/players/4/19/221499.png,England,https://cdn.sofifa.org/flags/14.png,62,62,Oldham Athletic,https://cdn.sofifa.org/teams/2/light/1920.png,€300K,€3K,1740,CM|RM
12192,12192,221486,D. O'Shaughnessy,23,https://cdn.sofifa.org/players/4/19/221486.png,Finland,https://cdn.sofifa.org/flags/17.png,62,69,HJK Helsinki,https://cdn.sofifa.org/teams/2/light/100325.png,€375K,€1K,1395,CB
12193,12193,221216,D. Kutin,23,https://cdn.sofifa.org/players/4/18/221216.png,Russia,https://cdn.sofifa.org/flags/40.png,63,70,FC Tosno,https://cdn.sofifa.org/teams/2/light/113704.png,€425K,€8K,1524,FIFA 18|RB|On Loan
12194,12194,221436,Diego Felipe,24,https://cdn.sofifa.org/players/4/14/221436.png,Brazil,https://cdn.sofifa.org/flags/54.png,66,73,Bahia,https://cdn.sofifa.org/teams/2/light/1598.png,€0,€0,1809,FIFA 14|CDM|CAM|CM
12195,12195,221345,D. McHale,18,https://cdn.sofifa.org/players/4/15/221345.png,England,https://cdn.sofifa.org/flags/14.png,50,55,Barnsley,https://cdn.sofifa.org/teams/2/light/1932.png,€0,€0,1322,FIFA 15|LM
12196,12196,221428,D. Kun,24,https://cdn.sofifa.org/players/4/18/221428.png,Poland,https://cdn.sofifa.org/flags/37.png,60,66,Wisła Płock,https://cdn.sofifa.org/teams/2/light/1569.png,€280K,€1K,1493,FIFA 18|LM|RM
12197,12197,221277,D. Trichard,23,https://cdn.sofifa.org/players/4/19/221277.png,France,https://cdn.sofifa.org/flags/18.png,62,67,FC Girondins de Bordeaux,https://cdn.sofifa.org/teams/2/light/59.png,€400K,€6K,1693,LM|CDM|LB
12198,12198,221217,E. Causi,22,https://cdn.sofifa.org/players/4/16/221217.png,Switzerland,https://cdn.sofifa.org/flags/47.png,57,65,FC Thun,https://cdn.sofifa.org/teams/2/light/1715.png,€180K,€3K,1401,FIFA 16|ST
12199,12199,221409,Hyoran,22,https://cdn.sofifa.org/players/4/16/221409.png,Brazil,https://cdn.sofifa.org/flags/54.png,68,76,Chapecoense,https://cdn.sofifa.org/teams/2/light/112476.png,€1.3M,€1K,1651,FIFA 16|CAM|RM
12200,12200,220922,H. Aron Fridjónsson,21,https://cdn.sofifa.org/players/4/15/220922.png,Iceland,https://cdn.sofifa.org/flags/24.png,58,67,Brøndby IF,https://cdn.sofifa.org/teams/2/light/269.png,€130K,€3K,1455,FIFA 15|ST
12201,12201,221438,I. Lovera,23,https://cdn.sofifa.org/players/4/16/221438.png,Argentina,https://cdn.sofifa.org/flags/52.png,55,63,Club Atlético Colón,https://cdn.sofifa.org/teams/2/light/110406.png,€110K,€1K,900,FIFA 16|GK
12202,12202,221478,I. Arias,25,https://cdn.sofifa.org/players/4/17/221478.png,Colombia,https://cdn.sofifa.org/flags/56.png,58,61,Deportes Tolima,https://cdn.sofifa.org/teams/2/light/111722.png,€170K,€2K,1400,FIFA 17|ST|CAM
12203,12203,220994,J. Bridge,22,https://cdn.sofifa.org/players/4/19/220994.png,England,https://cdn.sofifa.org/flags/14.png,59,67,Northampton Town,https://cdn.sofifa.org/teams/2/light/1930.png,€230K,€2K,1527,CAM|LM
12204,12204,221382,J. Sierra,31,https://cdn.sofifa.org/players/4/18/221382.png,Colombia,https://cdn.sofifa.org/flags/56.png,62,62,Once Caldas,https://cdn.sofifa.org/teams/2/light/101106.png,€270K,€1K,1601,FIFA 18|CAM
12205,12205,221025,Jaime,23,https://cdn.sofifa.org/players/4/19/221025.png,Spain,https://cdn.sofifa.org/flags/45.png,64,71,Real Valladolid CF,https://cdn.sofifa.org/teams/2/light/462.png,€550K,€3K,1497,CB
12206,12206,221458,J. Brown,18,https://cdn.sofifa.org/players/4/16/221458.png,England,https://cdn.sofifa.org/flags/14.png,55,61,West Ham United,https://cdn.sofifa.org/teams/2/light/19.png,€100K,€1K,1323,FIFA 16|ST
12207,12207,221244,J. Ramos,25,https://cdn.sofifa.org/players/4/19/221244.png,Colombia,https://cdn.sofifa.org/flags/56.png,63,64,Deportes Tolima,https://cdn.sofifa.org/teams/2/light/111722.png,€450K,€1K,1611,RM|ST
12208,12208,221239,J. Sánchez,23,https://cdn.sofifa.org/players/4/17/221239.png,Mexico,https://cdn.sofifa.org/flags/83.png,66,70,Club Necaxa,https://cdn.sofifa.org/teams/2/light/101121.png,€800K,€1K,1819,FIFA 17|CM|CDM
12209,12209,221404,J. Soto,22,https://cdn.sofifa.org/players/4/18/221404.png,Chile,https://cdn.sofifa.org/flags/55.png,57,64,Santiago Wanderers,https://cdn.sofifa.org/teams/2/light/110976.png,€120K,€1K,1473,FIFA 18|RB|RM
12210,12210,221457,L. Fasan,23,https://cdn.sofifa.org/players/4/18/221457.png,Italy,https://cdn.sofifa.org/flags/27.png,60,65,Kilmarnock,https://cdn.sofifa.org/teams/2/light/82.png,€200K,€1K,1071,FIFA 18|GK
12211,12211,221178,L. Enoh,24,https://cdn.sofifa.org/players/4/18/221178.png,Cameroon,https://cdn.sofifa.org/flags/103.png,62,65,Sporting Lokeren,https://cdn.sofifa.org/teams/2/light/2007.png,€400K,€3K,1700,FIFA 18|ST|RM|RB
12212,12212,220924,L. Acosta,25,https://cdn.sofifa.org/players/4/14/220924.png,Argentina,https://cdn.sofifa.org/flags/52.png,61,65,Club Atlético Colón,https://cdn.sofifa.org/teams/2/light/110406.png,€0,€0,1502,FIFA 14|RM
12213,12213,221562,M. Mbaye,22,https://cdn.sofifa.org/players/4/19/221562.png,Senegal,https://cdn.sofifa.org/flags/136.png,65,73,US Cremonese,https://cdn.sofifa.org/teams/2/light/111434.png,€775K,€4K,1725,CM|CDM|On Loan
12214,12214,221333,M. Ćorić,20,https://cdn.sofifa.org/players/4/16/221333.png,Bosnia Herzegovina,https://cdn.sofifa.org/flags/8.png,59,69,Spezia,https://cdn.sofifa.org/teams/2/light/110741.png,€220K,€2K,1009,FIFA 16|GK
12215,12215,221019,Mario Gómez,22,https://cdn.sofifa.org/players/4/16/221019.png,Spain,https://cdn.sofifa.org/flags/45.png,60,63,Rayo Vallecano,https://cdn.sofifa.org/teams/2/light/480.png,€200K,€2K,1443,FIFA 16|CB
12216,12216,221545,M. Waddington,20,https://cdn.sofifa.org/players/4/18/221545.png,England,https://cdn.sofifa.org/flags/14.png,54,61,Stoke City,https://cdn.sofifa.org/teams/2/light/1806.png,€100K,€5K,1463,FIFA 18|CM
12217,12217,221531,M. Maroši,24,https://cdn.sofifa.org/players/4/19/221531.png,Slovakia,https://cdn.sofifa.org/flags/43.png,64,68,Doncaster Rovers,https://cdn.sofifa.org/teams/2/light/142.png,€425K,€2K,1053,GK
12218,12218,221516,M. Madu,22,https://cdn.sofifa.org/players/4/14/221516.png,Saudi Arabia,https://cdn.sofifa.org/flags/183.png,51,56,Al Orobah,https://cdn.sofifa.org/teams/2/light/112675.png,€0,€0,1140,FIFA 14|GK
12219,12219,221316,M. Blázquez,27,https://cdn.sofifa.org/players/4/19/221316.png,Chile,https://cdn.sofifa.org/flags/55.png,65,66,Deportes Iquique,https://cdn.sofifa.org/teams/2/light/112531.png,€500K,€1K,1374,CB
12220,12220,221263,M. Al Harthi,21,https://cdn.sofifa.org/players/4/17/221263.png,Saudi Arabia,https://cdn.sofifa.org/flags/183.png,58,64,Al Batin,https://cdn.sofifa.org/teams/2/light/112990.png,€190K,€1K,1371,FIFA 17|ST|On Loan
12221,12221,221373,M. Al Saiari,25,https://cdn.sofifa.org/players/4/19/221373.png,Saudi Arabia,https://cdn.sofifa.org/flags/183.png,64,66,Al Hazem,https://cdn.sofifa.org/teams/2/light/113222.png,€550K,€7K,1604,ST|On Loan
12222,12222,220964,M. Konradsen,22,https://cdn.sofifa.org/players/4/19/220964.png,Norway,https://cdn.sofifa.org/flags/36.png,63,70,FK Bodø/Glimt,https://cdn.sofifa.org/teams/2/light/918.png,€500K,€1K,1776,CM
12223,12223,220942,Nathan índio,21,https://cdn.sofifa.org/players/4/16/220942.png,Brazil,https://cdn.sofifa.org/flags/54.png,62,72,Ponte Preta,https://cdn.sofifa.org/teams/2/light/111043.png,€400K,€1K,1635,FIFA 16|CDM
12224,12224,221302,N. Tapia,27,https://cdn.sofifa.org/players/4/19/221302.png,Colombia,https://cdn.sofifa.org/flags/56.png,64,64,Boyacá Chicó FC,https://cdn.sofifa.org/teams/2/light/112019.png,€375K,€1K,1735,LB|LM
12225,12225,221410,Neném,33,https://cdn.sofifa.org/players/4/16/221410.png,Brazil,https://cdn.sofifa.org/flags/54.png,64,64,Chapecoense,https://cdn.sofifa.org/teams/2/light/112476.png,€280K,€1K,1667,FIFA 16|CAM
12226,12226,221556,O. Mfulu,24,https://cdn.sofifa.org/players/4/19/221556.png,DR Congo,https://cdn.sofifa.org/flags/110.png,63,68,Red Star FC,https://cdn.sofifa.org/teams/2/light/111273.png,€475K,€1K,1634,CM|CDM
12227,12227,221372,Railan,18,https://cdn.sofifa.org/players/4/14/221372.png,Brazil,https://cdn.sofifa.org/flags/54.png,58,72,Bahia,https://cdn.sofifa.org/teams/2/light/1598.png,€0,€0,1455,FIFA 14|RB
12228,12228,221521,R. Dekker,23,https://cdn.sofifa.org/players/4/19/221521.png,Netherlands,https://cdn.sofifa.org/flags/34.png,66,71,PEC Zwolle,https://cdn.sofifa.org/teams/2/light/1914.png,€850K,€3K,1777,CM
12229,12229,221513,Rodrigo Silva,30,https://cdn.sofifa.org/players/4/14/221513.png,Brazil,https://cdn.sofifa.org/flags/54.png,65,65,Criciúma,https://cdn.sofifa.org/teams/2/light/111046.png,€0,€0,1504,FIFA 14|ST
12230,12230,221603,R. Mukiibi,26,https://cdn.sofifa.org/players/4/19/221603.png,Sweden,https://cdn.sofifa.org/flags/46.png,63,64,Östersunds FK,https://cdn.sofifa.org/teams/2/light/113173.png,€350K,€1K,1724,RB|CB
12231,12231,221505,S. Okoli,24,https://cdn.sofifa.org/players/4/18/221505.png,United States,https://cdn.sofifa.org/flags/95.png,65,70,New York City FC,https://cdn.sofifa.org/teams/2/light/112828.png,€725K,€3K,1484,FIFA 18|ST
12232,12232,221525,S. Nelson,22,https://cdn.sofifa.org/players/4/19/221525.png,England,https://cdn.sofifa.org/flags/14.png,64,71,Tranmere Rovers,https://cdn.sofifa.org/teams/2/light/15048.png,€550K,€3K,1396,CB|On Loan
12233,12233,221552,S. Nilsen,26,https://cdn.sofifa.org/players/4/19/221552.png,Norway,https://cdn.sofifa.org/flags/36.png,67,67,IF Elfsborg,https://cdn.sofifa.org/teams/2/light/700.png,€675K,€2K,1763,CDM|CM
12234,12234,221623,S. Neumann,24,https://cdn.sofifa.org/players/4/17/221623.png,United States,https://cdn.sofifa.org/flags/95.png,61,64,New England Revolution,https://cdn.sofifa.org/teams/2/light/691.png,€290K,€1K,1606,FIFA 17|LM|RM
12235,12235,220962,T. Khattab,22,https://cdn.sofifa.org/players/4/15/220962.png,Jordan,https://cdn.sofifa.org/flags/164.png,66,70,Al Shabab,https://cdn.sofifa.org/teams/2/light/111674.png,€500K,€5K,1372,FIFA 15|CB
12236,12236,221271,T. Pellenard,24,https://cdn.sofifa.org/players/4/19/221271.png,France,https://cdn.sofifa.org/flags/18.png,68,72,Angers SCO,https://cdn.sofifa.org/teams/2/light/1530.png,€975K,€7K,1683,LB
12237,12237,221593,T. Rosenthal,17,https://cdn.sofifa.org/players/4/15/221593.png,Belgium,https://cdn.sofifa.org/flags/7.png,54,68,SV Zulte-Waregem,https://cdn.sofifa.org/teams/2/light/15005.png,€80K,€2K,1476,FIFA 15|CAM
12238,12238,221005,V. Nordberg,22,https://cdn.sofifa.org/players/4/15/221005.png,Norway,https://cdn.sofifa.org/flags/36.png,51,55,FK Bodø/Glimt,https://cdn.sofifa.org/teams/2/light/918.png,€50K,€1K,1381,FIFA 15|CF
12239,12239,221274,Y. Mbombo,24,https://cdn.sofifa.org/players/4/19/221274.png,Belgium,https://cdn.sofifa.org/flags/7.png,63,68,Royal Excel Mouscron,https://cdn.sofifa.org/teams/2/light/111560.png,€500K,€2K,1556,ST|LM
12240,12240,220023,A. Al Shammari,24,https://cdn.sofifa.org/players/4/19/220023.png,Saudi Arabia,https://cdn.sofifa.org/flags/183.png,64,70,Al Wehda,https://cdn.sofifa.org/teams/2/light/112408.png,€525K,€4K,1529,CB|LB
12241,12241,220600,A. Lundqvist,24,https://cdn.sofifa.org/players/4/19/220600.png,Sweden,https://cdn.sofifa.org/flags/46.png,66,71,Houston Dynamo,https://cdn.sofifa.org/teams/2/light/698.png,€725K,€2K,1810,LB
12242,12242,220631,Vivancos,22,https://cdn.sofifa.org/players/4/17/220631.png,Spain,https://cdn.sofifa.org/flags/45.png,64,70,Girona FC,https://cdn.sofifa.org/teams/2/light/110062.png,€575K,€1K,1656,FIFA 17|CM|CDM
12243,12243,220490,A. Rosa Gastaldo,20,https://cdn.sofifa.org/players/4/16/220490.png,Italy,https://cdn.sofifa.org/flags/27.png,60,68,Fiorentina,https://cdn.sofifa.org/teams/2/light/110374.png,€270K,€2K,1605,FIFA 16|CM
